query acc.ver	subject acc.ver	% identity	alignment length	mismatches	gap opens	q. start	q. end	s. start	s. end	evalue	bit score
NC_015119.1:1426-2962	Q1HKA1.1	72.973	444	120	0	4	1335	4	447	0.0	523
NC_015119.1:1426-2962	Q6EGH7.1	73.198	444	119	0	4	1335	4	447	0.0	523
NC_015119.1:1426-2962	Q00527.1	72.973	444	120	0	4	1335	4	447	0.0	523
NC_015119.1:1426-2962	Q8LX30.1	72.973	444	120	0	4	1335	4	447	0.0	522
NC_015119.1:1426-2962	P38595.1	72.973	444	120	0	4	1335	4	447	0.0	521
NC_015119.1:1426-2962	Q35536.1	70.577	503	148	0	7	1515	5	507	0.0	521
NC_015119.1:1426-2962	Q2I3H2.1	71.622	444	126	0	4	1335	4	447	0.0	521
NC_015119.1:1426-2962	O99818.1	69.583	503	153	0	7	1515	4	506	0.0	521
NC_015119.1:1426-2962	Q38PS0.1	71.847	444	125	0	4	1335	4	447	0.0	520
NC_015119.1:1426-2962	Q96062.1	72.973	444	120	0	4	1335	4	447	1.17e-180	520
NC_015119.1:1426-2962	O21327.1	73.363	443	118	0	7	1335	5	447	1.26e-180	520
NC_015119.1:1426-2962	P12700.1	66.667	507	168	1	4	1521	4	510	1.76e-180	519
NC_015119.1:1426-2962	O03198.1	72.748	444	121	0	4	1335	4	447	1.79e-180	519
NC_015119.1:1426-2962	Q5Y4Q8.1	72.297	444	123	0	4	1335	4	447	1.98e-180	519
NC_015119.1:1426-2962	O79429.1	72.523	444	122	0	4	1335	4	447	2.57e-180	519
NC_015119.1:1426-2962	O21399.2	68.191	503	160	0	7	1515	6	508	2.66e-180	519
NC_015119.1:1426-2962	Q599A1.1	72.748	444	121	0	4	1335	4	447	4.69e-180	518
NC_015119.1:1426-2962	P41310.1	72.523	444	122	0	4	1335	4	447	5.50e-180	518
NC_015119.1:1426-2962	P48659.1	72.748	444	121	0	4	1335	4	447	5.69e-180	518
NC_015119.1:1426-2962	P24984.3	68.056	504	161	0	4	1515	5	508	5.71e-180	518
NC_015119.1:1426-2962	P92661.1	72.686	443	121	0	7	1335	5	447	6.20e-180	518
NC_015119.1:1426-2962	Q36452.1	72.973	444	120	0	4	1335	4	447	6.55e-180	518
NC_015119.1:1426-2962	P92477.1	72.748	444	121	0	4	1335	4	447	7.00e-180	518
NC_015119.1:1426-2962	P41293.1	72.748	444	121	0	4	1335	4	447	7.75e-180	518
NC_015119.1:1426-2962	P24983.1	72.523	444	122	0	4	1335	4	447	8.54e-180	518
NC_015119.1:1426-2962	Q8W9N4.2	72.973	444	120	0	4	1335	4	447	2.56e-179	516
NC_015119.1:1426-2962	Q9T9X0.1	72.973	444	120	0	4	1335	4	447	2.61e-179	516
NC_015119.1:1426-2962	Q9T9W1.1	72.973	444	120	0	4	1335	4	447	6.60e-179	515
NC_015119.1:1426-2962	P00395.1	72.523	444	122	0	4	1335	4	447	7.83e-178	513
NC_015119.1:1426-2962	Q33820.1	67.258	507	165	1	4	1521	4	510	2.64e-177	511
NC_015119.1:1426-2962	Q34800.1	72.072	444	124	0	4	1335	4	447	2.68e-177	511
NC_015119.1:1426-2962	O99041.1	71.622	444	126	0	4	1335	4	447	3.68e-177	511
NC_015119.1:1426-2962	P25001.1	67.850	507	162	1	4	1521	4	510	4.03e-177	511
NC_015119.1:1426-2962	Q36775.1	72.235	443	123	0	7	1335	5	447	4.90e-177	511
NC_015119.1:1426-2962	P15544.1	66.864	507	167	1	4	1521	4	510	8.01e-177	510
NC_015119.1:1426-2962	O79403.1	71.396	444	127	0	4	1335	4	447	1.64e-176	509
NC_015119.1:1426-2962	Q4JQI5.1	72.009	443	124	0	7	1335	5	447	2.04e-176	509
NC_015119.1:1426-2962	Q94WR7.1	67.460	504	164	0	4	1515	5	508	6.14e-176	508
NC_015119.1:1426-2962	P92692.1	72.072	444	124	0	4	1335	4	447	8.12e-176	507
NC_015119.1:1426-2962	Q9ZZ52.1	72.072	444	124	0	4	1335	4	447	1.21e-175	507
NC_015119.1:1426-2962	Q9MIY8.1	72.912	443	120	0	7	1335	5	447	2.88e-175	506
NC_015119.1:1426-2962	P34188.1	72.235	443	123	0	7	1335	5	447	4.31e-175	506
NC_015119.1:1426-2962	Q9ZXY2.1	66.071	504	171	0	4	1515	4	507	7.24e-175	505
NC_015119.1:1426-2962	P18943.1	67.063	504	165	1	4	1515	5	507	2.18e-174	504
NC_015119.1:1426-2962	Q9ZZM6.1	72.460	443	122	0	7	1335	5	447	5.11e-174	503
NC_015119.1:1426-2962	P00398.1	71.106	443	128	0	7	1335	5	447	1.15e-173	502
NC_015119.1:1426-2962	O78681.1	72.686	443	121	0	7	1335	5	447	1.69e-173	501
NC_015119.1:1426-2962	P24985.1	72.235	443	123	0	7	1335	5	447	2.14e-172	499
NC_015119.1:1426-2962	P48170.1	72.235	443	123	0	7	1335	5	447	2.66e-172	498
NC_015119.1:1426-2962	O79672.1	70.721	444	130	0	4	1335	4	447	2.99e-172	498
NC_015119.1:1426-2962	O03167.1	72.912	443	120	0	7	1335	5	447	7.01e-172	497
NC_015119.1:1426-2962	O21079.2	71.622	444	126	0	4	1335	4	447	3.33e-171	496
NC_015119.1:1426-2962	Q34941.1	70.270	444	132	0	4	1335	1	444	7.80e-170	492
NC_015119.1:1426-2962	O79548.1	69.074	443	137	0	7	1335	5	447	2.39e-169	491
NC_015119.1:1426-2962	P20374.1	64.961	508	177	1	4	1527	2	508	8.99e-167	484
NC_015119.1:1426-2962	P48887.1	69.144	444	135	2	4	1335	1	442	5.62e-165	479
NC_015119.1:1426-2962	Q95911.1	70.203	443	132	0	7	1335	5	447	3.93e-164	478
NC_015119.1:1426-2962	Q35101.1	63.209	511	184	1	7	1527	8	518	1.33e-158	464
NC_015119.1:1426-2962	P26856.2	66.368	446	147	2	4	1335	6	450	6.79e-152	447
NC_015119.1:1426-2962	P03945.2	65.169	445	153	2	4	1335	9	452	2.96e-151	446
NC_015119.1:1426-2962	P24794.2	66.966	445	144	2	7	1335	6	449	6.44e-151	444
NC_015119.1:1426-2962	P60620.1	66.742	445	145	2	7	1335	6	449	2.32e-150	443
NC_015119.1:1426-2962	P68539.1	66.742	445	145	2	7	1335	6	449	3.04e-150	442
NC_015119.1:1426-2962	P08742.2	66.517	445	146	2	7	1335	6	449	4.64e-150	442
NC_015119.1:1426-2962	P14578.2	66.517	445	146	2	7	1335	6	449	5.01e-150	442
NC_015119.1:1426-2962	P05502.2	66.517	445	146	2	7	1335	6	449	5.52e-150	442
NC_015119.1:1426-2962	P20681.2	64.270	445	157	2	4	1335	10	453	9.26e-149	439
NC_015119.1:1426-2962	Q0H8Y4.1	64.944	445	153	2	7	1335	3	446	1.11e-146	434
NC_015119.1:1426-2962	P24893.2	61.991	442	167	1	10	1335	14	454	2.13e-144	427
NC_015119.1:1426-2962	P48866.1	63.677	446	159	2	4	1335	10	454	2.15e-144	428
NC_015119.1:1426-2962	Q01555.1	63.596	445	160	2	4	1335	4	447	2.76e-144	427
NC_015119.1:1426-2962	P24881.2	61.086	442	171	1	10	1335	14	454	3.87e-144	427
NC_015119.1:1426-2962	P00402.2	63.371	445	161	2	4	1335	43	486	1.35e-143	427
NC_015119.1:1426-2962	P48867.1	63.453	446	160	2	4	1335	6	450	1.73e-143	426
NC_015119.1:1426-2962	Q37370.1	66.592	446	146	2	4	1335	16	460	1.77e-143	437
NC_015119.1:1426-2962	P07506.3	64.877	447	154	2	1	1335	4	449	1.15e-142	423
NC_015119.1:1426-2962	Q05143.1	63.820	445	157	3	7	1335	4	446	7.89e-142	421
NC_015119.1:1426-2962	P12786.2	64.653	447	155	2	1	1335	4	449	9.75e-142	421
NC_015119.1:1426-2962	Q02211.1	63.964	444	157	2	7	1332	12	454	2.15e-141	419
NC_015119.1:1426-2962	Q08855.1	62.084	451	163	4	1	1335	23	471	3.70e-140	417
NC_015119.1:1426-2962	P00401.2	60.538	446	173	2	4	1335	3	447	5.28e-139	414
NC_015119.1:1426-2962	P98001.1	60.538	446	173	2	4	1335	3	447	1.22e-138	413
NC_015119.1:1426-2962	Q85QA3.1	59.417	446	178	2	4	1335	3	447	2.94e-137	410
NC_015119.1:1426-2962	P08743.2	63.087	447	162	2	1	1335	4	449	3.67e-137	409
NC_015119.1:1426-2962	P62514.1	57.848	446	185	2	4	1335	4	448	3.56e-135	404
NC_015119.1:1426-2962	P20386.3	59.417	446	178	2	4	1335	3	447	6.26e-135	404
NC_015119.1:1426-2962	P48868.2	57.175	446	188	2	4	1335	4	448	3.78e-133	399
NC_015119.1:1426-2962	P41774.2	55.506	445	197	1	4	1335	21	465	7.56e-133	399
NC_015119.1:1426-2962	P80440.1	64.270	445	156	2	7	1335	9	452	2.99e-132	397
NC_015119.1:1426-2962	P31833.1	58.889	450	177	4	4	1335	27	474	3.00e-132	397
NC_015119.1:1426-2962	A6H4Q6.1	57.623	446	186	2	4	1335	3	447	7.51e-132	396
NC_015119.1:1426-2962	Q9B6E7.1	60.090	446	175	2	4	1335	8	452	2.25e-127	384
NC_015119.1:1426-2962	Q4ULU5.1	54.933	446	198	2	4	1335	20	464	1.13e-125	380
NC_015119.1:1426-2962	O21042.1	58.444	450	180	2	4	1335	23	471	1.35e-125	387
NC_015119.1:1426-2962	Q92I67.1	55.381	446	196	2	4	1335	20	464	1.60e-125	380
NC_015119.1:1426-2962	Q1RI42.1	55.157	446	197	2	4	1335	20	464	3.19e-124	376
NC_015119.1:1426-2962	O54069.1	54.036	446	202	2	4	1335	22	466	4.49e-124	376
NC_015119.1:1426-2962	P07657.4	56.823	447	188	4	4	1335	9	453	1.06e-123	375
NC_015119.1:1426-2962	P08681.1	55.830	446	190	4	4	1335	1	441	3.55e-122	370
NC_015119.1:1426-2962	Q96000.1	51.461	445	215	1	4	1335	5	449	1.43e-121	367
NC_015119.1:1426-2962	Q07434.2	60.549	474	156	4	4	1335	28	500	1.29e-119	367
NC_015119.1:1426-2962	O03554.1	71.386	332	95	0	7	1002	6	337	1.48e-117	352
NC_015119.1:1426-2962	O03521.1	71.084	332	96	0	7	1002	6	337	1.13e-116	350
NC_015119.1:1426-2962	O03539.1	71.084	332	96	0	7	1002	6	337	4.14e-116	348
NC_015119.1:1426-2962	O03515.1	70.783	332	97	0	7	1002	6	337	4.76e-116	348
NC_015119.1:1426-2962	O03524.1	70.482	332	98	0	7	1002	6	337	4.87e-116	348
NC_015119.1:1426-2962	O03546.1	70.482	332	98	0	7	1002	6	337	1.46e-115	347
NC_015119.1:1426-2962	Q2LCQ6.1	57.143	455	179	5	4	1335	28	477	7.33e-114	357
NC_015119.1:1426-2962	A9RAH5.1	51.236	445	214	2	7	1335	9	452	3.13e-113	348
NC_015119.1:1426-2962	P98002.1	48.598	535	247	5	7	1536	21	552	3.79e-111	343
NC_015119.1:1426-2962	Q0H8Y3.2	65.405	370	125	2	7	1110	3	371	1.07e-110	345
NC_015119.1:1426-2962	P0C8K9.1	56.629	445	190	2	7	1335	6	449	3.91e-110	340
NC_015119.1:1426-2962	P33517.2	49.684	475	204	4	7	1335	19	490	4.49e-109	338
NC_015119.1:1426-2962	P08305.1	50.216	462	203	5	7	1326	18	474	6.25e-108	335
NC_015119.1:1426-2962	P50671.1	74.088	274	71	0	715	1536	1	274	4.40e-102	310
NC_015119.1:1426-2962	Q0H8Y2.2	66.230	305	100	2	7	915	3	306	4.18e-93	298
NC_015119.1:1426-2962	Q9B229.2	82.243	214	38	0	274	915	1	214	5.04e-92	282
NC_015119.1:1426-2962	Q9ZZX1.1	61.111	306	116	2	4	915	3	307	3.49e-85	278
NC_015119.1:1426-2962	P14544.1	42.342	444	249	4	16	1335	9	449	4.17e-84	273
NC_015119.1:1426-2962	P04371.1	43.694	444	243	4	16	1335	9	449	2.91e-83	271
NC_015119.1:1426-2962	O99252.2	46.517	445	229	7	19	1332	11	453	8.10e-83	268
NC_015119.1:1426-2962	A9RAH6.1	51.181	381	181	3	7	1137	9	388	9.15e-82	271
NC_015119.1:1426-2962	Q02766.1	46.102	449	225	7	19	1332	11	453	7.34e-81	263
NC_015119.1:1426-2962	O99255.2	45.721	444	234	6	19	1332	11	453	4.05e-79	258
NC_015119.1:1426-2962	Q8WEW3.2	74.439	223	57	0	37	705	1	223	2.87e-77	244
NC_015119.1:1426-2962	Q8WEW4.2	72.646	223	61	0	37	705	1	223	1.93e-75	240
NC_015119.1:1426-2962	Q4UJ69.2	45.928	442	232	5	16	1329	13	451	5.48e-75	247
NC_015119.1:1426-2962	Q33375.1	72.680	194	53	0	703	1284	3	196	7.30e-75	238
NC_015119.1:1426-2962	Q9ZZ08.1	74.429	219	56	0	43	699	1	219	5.30e-74	236
NC_015119.1:1426-2962	Q957T2.1	72.146	219	61	0	43	699	1	219	1.44e-73	235
NC_015119.1:1426-2962	Q06473.2	43.919	444	240	5	4	1323	15	453	3.70e-73	244
NC_015119.1:1426-2962	P50676.1	42.729	447	246	4	1	1323	18	460	5.84e-71	239
NC_015119.1:1426-2962	Q9TGE6.1	72.300	213	59	0	55	693	1	213	1.60e-69	224
NC_015119.1:1426-2962	Q04440.3	39.318	440	264	3	4	1323	12	448	1.52e-67	231
NC_015119.1:1426-2962	Q0H8Y1.2	66.953	233	75	1	7	699	3	235	2.10e-67	229
NC_015119.1:1426-2962	Q5Z0K2.1	40.816	441	255	5	4	1323	30	465	3.57e-67	229
NC_015119.1:1426-2962	Q9G6J1.1	74.272	206	53	0	70	687	4	209	3.81e-67	218
NC_015119.1:1426-2962	P33518.1	39.002	441	262	5	7	1323	61	496	8.05e-67	229
NC_015119.1:1426-2962	Q82AK9.1	40.909	440	254	5	7	1323	34	468	1.41e-66	228
NC_015119.1:1426-2962	Q9TGD8.1	71.498	207	59	0	55	675	1	207	3.52e-65	213
NC_015119.1:1426-2962	P29643.1	69.681	188	57	0	688	1251	1	188	5.59e-65	211
NC_015119.1:1426-2962	P34956.1	38.182	440	270	2	4	1323	45	482	7.60e-65	225
NC_015119.1:1426-2962	E0TW66.1	38.182	440	270	2	4	1323	45	482	7.76e-65	225
NC_015119.1:1426-2962	Q828X4.1	40.682	440	255	5	7	1323	24	458	1.07e-64	223
NC_015119.1:1426-2962	Q9K451.1	37.727	440	268	5	7	1323	44	478	1.31e-63	220
NC_015119.1:1426-2962	Q9X813.1	40.682	440	255	5	7	1323	34	468	2.24e-63	219
NC_015119.1:1426-2962	Q5YRP8.1	39.091	440	262	5	7	1323	31	465	2.67e-63	219
NC_015119.1:1426-2962	P29649.1	70.492	183	54	0	703	1251	2	184	6.49e-63	206
NC_015119.1:1426-2962	P03878.3	56.439	264	113	1	4	789	3	266	6.92e-63	218
NC_015119.1:1426-2962	Q8FMT1.1	39.686	446	261	6	4	1332	28	468	5.02e-62	216
NC_015119.1:1426-2962	P16262.3	39.269	438	261	4	13	1323	18	451	9.97e-62	216
NC_015119.1:1426-2962	P29651.1	69.565	184	56	0	697	1248	1	184	2.21e-61	202
NC_015119.1:1426-2962	P24010.3	38.532	436	264	3	4	1311	16	447	3.75e-61	214
NC_015119.1:1426-2962	P29652.1	77.019	161	37	0	685	1167	1	161	9.48e-61	199
NC_015119.1:1426-2962	Q33439.1	73.410	173	45	1	604	1122	1	172	2.68e-60	199
NC_015119.1:1426-2962	Q79VD7.1	38.789	446	265	6	4	1332	28	468	4.83e-60	211
NC_015119.1:1426-2962	P29647.1	75.776	161	39	0	685	1167	1	161	5.76e-59	195
NC_015119.1:1426-2962	Q6NFM3.1	37.387	444	272	5	4	1332	30	468	8.24e-59	207
NC_015119.1:1426-2962	Q36097.3	41.573	445	248	7	16	1329	13	452	1.22e-58	204
NC_015119.1:1426-2962	P63853.1	40.909	440	254	5	7	1323	30	464	1.31e-58	206
NC_015119.1:1426-2962	P29648.1	75.625	160	39	0	685	1164	1	160	1.55e-58	194
NC_015119.1:1426-2962	Q9CBQ5.1	40.455	440	256	5	7	1323	30	464	2.14e-58	206
NC_015119.1:1426-2962	Q49WI3.1	35.666	443	281	4	4	1329	45	484	7.30e-58	206
NC_015119.1:1426-2962	Q73VC3.1	40.455	440	256	5	7	1323	30	464	1.39e-57	204
NC_015119.1:1426-2962	Q5HH24.1	35.909	440	279	3	4	1323	45	481	1.65e-57	205
NC_015119.1:1426-2962	Q5HQB0.1	35.909	440	279	3	4	1323	45	481	1.83e-57	205
NC_015119.1:1426-2962	Q6GI24.1	35.909	440	279	3	4	1323	45	481	1.96e-57	205
NC_015119.1:1426-2962	Q2FI18.1	35.909	440	279	3	4	1323	45	481	2.15e-57	205
NC_015119.1:1426-2962	P29650.1	75.949	158	38	0	691	1164	1	158	3.43e-57	190
NC_015119.1:1426-2962	P29646.1	76.774	155	36	0	703	1167	1	155	3.93e-57	190
NC_015119.1:1426-2962	Q4L564.1	35.455	440	281	3	4	1323	45	481	5.59e-57	204
NC_015119.1:1426-2962	P98003.1	45.033	302	163	2	16	915	9	309	5.79e-57	196
NC_015119.1:1426-2962	P29644.1	76.433	157	37	0	691	1161	1	157	1.04e-56	189
NC_015119.1:1426-2962	P29654.1	75.159	157	39	0	697	1167	1	157	1.29e-55	186
NC_015119.1:1426-2962	Q9I426.1	35.268	448	277	4	7	1329	47	488	1.99e-55	199
NC_015119.1:1426-2962	Q9WWR2.1	36.000	450	273	5	4	1326	46	489	4.26e-55	199
NC_015119.1:1426-2962	P98000.1	36.717	463	272	7	1	1332	25	485	4.68e-55	197
NC_015119.1:1426-2962	Q9YDX6.2	35.747	442	274	7	7	1323	14	448	1.55e-54	199
NC_015119.1:1426-2962	P29645.2	75.000	152	38	0	685	1140	1	152	5.14e-53	179
NC_015119.1:1426-2962	P0ABI8.1	35.635	449	276	4	4	1329	46	488	7.99e-53	192
NC_015119.1:1426-2962	P98005.1	37.215	438	270	3	13	1323	19	452	4.22e-52	192
NC_015119.1:1426-2962	P98009.1	32.517	449	290	4	4	1329	46	488	1.60e-51	189
NC_015119.1:1426-2962	P98057.2	34.081	446	282	4	4	1323	46	485	6.06e-51	187
NC_015119.1:1426-2962	P57543.1	39.237	367	222	1	232	1332	124	489	1.57e-50	186
NC_015119.1:1426-2962	A9RAH7.1	45.896	268	136	3	7	798	9	271	6.67e-50	184
NC_015119.1:1426-2962	Q09333.1	68.595	121	38	0	973	1335	1	121	9.78e-50	172
NC_015119.1:1426-2962	Q8K994.1	38.798	366	223	1	232	1329	124	488	4.34e-49	182
NC_015119.1:1426-2962	Q0H8Y0.2	61.579	190	71	1	7	570	3	192	1.33e-45	170
NC_015119.1:1426-2962	Q89AA4.1	38.292	363	223	1	232	1320	127	488	6.30e-44	167
NC_015119.1:1426-2962	P39481.1	33.258	442	282	9	13	1329	11	442	8.60e-40	157
NC_015119.1:1426-2962	P11947.1	36.196	326	198	4	367	1326	283	604	1.00e-37	150
NC_015119.1:1426-2962	P11947.1	41.584	101	57	2	4	300	52	152	0.004	43.9
NC_015119.1:1426-2962	P05489.1	36.957	322	200	3	367	1326	226	546	5.28e-35	142
NC_015119.1:1426-2962	P05489.1	43.617	94	51	2	25	300	2	95	0.001	45.8
NC_015119.1:1426-2962	P29653.1	69.725	109	33	0	697	1023	1	109	4.99e-26	105
NC_015119.1:1426-2962	P50656.1	69.072	97	30	0	4	294	5	101	1.23e-23	98.6
NC_015119.1:1426-2962	Q0H8X8.2	60.448	134	51	1	7	402	3	136	9.84e-19	92.8
NC_015119.1:1426-2962	Q5SJ79.1	25.506	247	156	7	667	1335	218	460	8.87e-07	55.1
NC_015119.1:1426-2962	P03877.3	48.148	54	26	1	4	159	3	56	1.08e-06	54.7
NC_015119.1:1426-2962	P03876.2	48.148	54	26	1	4	159	3	56	2.52e-06	53.9
NC_015119.1:1426-2962	P03875.2	48.148	54	26	1	4	159	3	56	3.56e-06	53.5
NC_015119.1:1426-2962	P98004.2	26.623	154	110	3	673	1128	222	374	0.004	43.5
NC_015119.1:1426-2962	Q56408.2	48.387	31	16	0	1036	1128	21	51	1.3	33.5
